species	clade	NCBI.txid	clade_group	expression_data	dnds_data	lht_data	assembly_accession	nb_rnaseq
Galemys_pyrenaicus	Mammalia	202257	Mammalia	FALSE	FALSE	TRUE	GCA_019455555.1	0
Podiceps_cristatus	Aves	345573	Aves	FALSE	FALSE	TRUE	GCA_000699545.1	0
Nipponia_nippon	Aves	128390	Aves	FALSE	FALSE	TRUE	GCF_000708225.1	0
Atractosteus_spatula	Vertebrates	7917	Other Vertebrates	FALSE	FALSE	TRUE	GCA_016984175.1	0
Schistosoma_spindale	Platyhelminthes	6189	Other Invertebrates	FALSE	FALSE	FALSE	GCA_946903255.1	0
Platysternon_megacephalum	Testudines	55544	Other Vertebrates	FALSE	FALSE	TRUE	GCA_003942145.1	0
Anisakis_simplex	Nematoda	6269	Nematoda	FALSE	FALSE	TRUE	GCA_900617985.1	0
Acanthaster_planci	Echinodermata	133434	Other Invertebrates	FALSE	FALSE	TRUE	GCF_001949145.1	0
Cathartes_aura	Aves	43455	Aves	FALSE	FALSE	TRUE	GCA_000699945.1	0
Leptotrombidium_deliense	Arachnida	299467	Other Invertebrates	FALSE	FALSE	FALSE	GCA_003675905.2	0
Alectura_lathami	Aves	81907	Aves	FALSE	FALSE	TRUE	GCA_013399715.1	0
Gavia_stellata	Aves	37040	Aves	FALSE	FALSE	TRUE	GCF_000690875.1	0
Pogona_vitticeps	Lepidosauria	103695	Other Vertebrates	FALSE	FALSE	TRUE	GCF_900067755.1	0
Choloepus_didactylus	Mammalia	27675	Mammalia	FALSE	FALSE	TRUE	GCF_015220235.1	0
Bombina_bombina	Amphibia	8345	Other Vertebrates	FALSE	FALSE	TRUE	GCF_027579735.1	0
Pangasianodon_gigas	Teleostei	30993	Teleostei	FALSE	FALSE	TRUE	GCA_022758105.1	0
Rhinatrema_bivittatum	Amphibia	194408	Other Vertebrates	FALSE	FALSE	FALSE	GCF_901001135.1	0
Erpetoichthys_calabaricus	Vertebrates	27687	Other Vertebrates	FALSE	FALSE	TRUE	GCF_900747795.2	0
Dallia_pectoralis	Teleostei	75939	Teleostei	FALSE	FALSE	TRUE	GCA_029465975.1	0
Muntiacus_muntjak	Mammalia	9888	Mammalia	FALSE	FALSE	TRUE	GCA_008782695.1	0
Polyodon_spathula	Vertebrates	7913	Other Vertebrates	FALSE	FALSE	TRUE	GCF_017654505.1	0
Caranx_melampygus	Teleostei	181461	Teleostei	FALSE	FALSE	TRUE	GCA_019059645.1	0
Ixodes_persulcatus	Arachnida	34615	Other Invertebrates	FALSE	FALSE	FALSE	GCA_013358835.2	0
Bombyx_mandarina	Lepidoptera	7092	Lepido Diptera	FALSE	FALSE	FALSE	GCF_003987935.1	0
Vombatus_ursinus	Mammalia	29139	Mammalia	FALSE	FALSE	TRUE	GCF_900497805.2	0
Mugil_cephalus	Teleostei	48193	Teleostei	FALSE	FALSE	TRUE	GCF_022458985.1	0
Trichosurus_vulpecula	Mammalia	9337	Mammalia	FALSE	FALSE	TRUE	GCF_011100635.1	0
Amblyraja_radiata	Chondrichthyes	386614	Other Vertebrates	FALSE	FALSE	TRUE	GCF_010909765.2	0
Phoca_vitulina	Mammalia	9720	Mammalia	FALSE	FALSE	TRUE	GCF_004348235.1	0
Eudyptula_minor	Aves	37083	Aves	FALSE	FALSE	TRUE	GCA_010080355.1	0
Dromiciops_gliroides	Mammalia	33562	Mammalia	FALSE	FALSE	TRUE	GCF_019393635.1	0
Albula_glossodonta	Teleostei	121402	Teleostei	FALSE	FALSE	TRUE	GCA_019788955.1	0
Megalops_cyprinoides	Teleostei	118141	Teleostei	FALSE	FALSE	TRUE	GCF_013368585.1	0
Megalops_atlanticus	Teleostei	7932	Teleostei	FALSE	FALSE	TRUE	GCA_019176425.1	0
Drosophila_rhopaloa	Diptera	1041015	Lepido Diptera	FALSE	FALSE	FALSE	GCF_018152115.1	0
Strongyloides_ratti	Nematoda	34506	Nematoda	FALSE	FALSE	TRUE	GCF_001040885.1	0
Lytechinus_variegatus	Echinodermata	7654	Other Invertebrates	FALSE	FALSE	TRUE	GCF_018143015.1	0
Galendromus_occidentalis	Arachnida	34638	Other Invertebrates	FALSE	FALSE	FALSE	GCF_000255335.2	0
Pundamilia_nyererei	Teleostei	303518	Teleostei	FALSE	FALSE	TRUE	GCF_000239375.1	0
Neolamprologus_brichardi	Teleostei	32507	Teleostei	FALSE	FALSE	TRUE	GCF_000239395.1	0
Haplochromis_burtoni	Teleostei	8153	Teleostei	FALSE	FALSE	TRUE	GCF_018398535.1	0
Latimeria_chalumnae	Vertebrates	7897	Other Vertebrates	FALSE	FALSE	TRUE	GCF_000225785.1	0
Caenorhabditis_angaria	Nematoda	860376	Nematoda	FALSE	FALSE	FALSE	GCA_947459285.1	0
Chironomus_riparius	Diptera	315576	Lepido Diptera	FALSE	FALSE	FALSE	GCA_917627325.4	0
Nilaparvata_lugens	Hemiptera	108931	Other Insecta	FALSE	FALSE	FALSE	GCF_014356525.2	0
Patiria_miniata	Echinodermata	46514	Other Invertebrates	FALSE	FALSE	TRUE	GCF_015706575.1	0
Rhipicephalus_microplus	Arachnida	6941	Other Invertebrates	FALSE	FALSE	TRUE	GCF_013339725.1	0
Cricetulus_griseus	Mammalia	10029	Mammalia	FALSE	FALSE	TRUE	GCF_000223135.1	0
Rhipicephalus_sanguineus	Arachnida	34632	Other Invertebrates	FALSE	FALSE	FALSE	GCF_013339695.2	0
Rhagoletis_pomonella	Diptera	28610	Lepido Diptera	FALSE	FALSE	TRUE	GCF_013731165.1	0
Amphimedon_queenslandica	Invertebrates	400682	Other Invertebrates	FALSE	FALSE	FALSE	GCF_000090795.2	0
Dicentrarchus_labrax	Teleostei	13489	Teleostei	FALSE	FALSE	TRUE	GCF_905237075.1	0
Ctenopharyngodon_idella	Teleostei	7959	Teleostei	FALSE	FALSE	TRUE	GCF_019924925.1	0
Maylandia_zebra	Teleostei	106582	Teleostei	FALSE	FALSE	TRUE	GCF_000238955.4	0
Anopheles_darlingi	Diptera	43151	Lepido Diptera	FALSE	FALSE	FALSE	GCF_943734745.1	0
Galeopterus_variegatus	Mammalia	482537	Mammalia	FALSE	FALSE	TRUE	GCF_000696425.1	0
Priapulus_caudatus	Invertebrates	37621	Other Invertebrates	FALSE	FALSE	FALSE	GCF_000485595.1	0
Limulus_polyphemus	Invertebrates	6850	Other Invertebrates	FALSE	FALSE	TRUE	GCF_000517525.1	0
Dipodomys_ordii	Mammalia	10020	Mammalia	FALSE	FALSE	TRUE	GCF_000151885.1	0
Ochotona_princeps	Mammalia	9978	Mammalia	FALSE	FALSE	TRUE	GCF_014633375.1	0
Lutzomyia_longipalpis	Diptera	7200	Lepido Diptera	FALSE	FALSE	TRUE	GCF_024334085.1	0
Oryzias_latipes	Teleostei	8090	Teleostei	FALSE	FALSE	TRUE	GCF_002234675.1	0
Ictidomys_tridecemlineatus	Mammalia	43179	Mammalia	FALSE	FALSE	TRUE	GCF_016881025.1	0
Otolemur_garnettii	Mammalia	30611	Mammalia	FALSE	FALSE	TRUE	GCF_000181295.1	0
Aplysia_californica	Mollusca	6500	Other Invertebrates	FALSE	FALSE	TRUE	GCF_000002075.1	0
Oikopleura_dioica	Invertebrates	34765	Other Invertebrates	FALSE	FALSE	FALSE	GCA_907165135.1	0
Lemur_catta	Mammalia	9447	Mammalia	FALSE	FALSE	TRUE	GCF_020740605.2	0
Saccoglossus_kowalevskii	Invertebrates	10224	Other Invertebrates	FALSE	FALSE	FALSE	GCF_000003605.2	0
Biomphalaria_glabrata	Mollusca	6526	Other Invertebrates	FALSE	FALSE	TRUE	GCF_947242115.1	0
Trichoplax_adhaerens	Invertebrates	10228	Other Invertebrates	FALSE	FALSE	FALSE	GCF_000150275.1	0
Ancylostoma_duodenale	Nematoda	51022	Nematoda	FALSE	FALSE	TRUE	GCA_000816745.1	0
Ancylostoma_caninum	Nematoda	29170	Nematoda	FALSE	FALSE	TRUE	GCA_003336725.1	0
Daphnia_pulex	Crustacea	6669	Other Invertebrates	FALSE	FALSE	TRUE	GCF_021134715.1	0
Petromyzon_marinus	Vertebrates	7757	Other Vertebrates	FALSE	FALSE	TRUE	GCF_010993605.1	0
Drosophila_mojavensis	Diptera	7230	Lepido Diptera	FALSE	FALSE	FALSE	GCF_018153725.1	0
Caenorhabditis_brenneri	Nematoda	135651	Nematoda	FALSE	FALSE	FALSE	GCA_000143925.2	0
Caenorhabditis_remanei	Nematoda	31234	Nematoda	FALSE	FALSE	FALSE	GCF_010183535.1	0
Drosophila_willistoni	Diptera	7260	Lepido Diptera	FALSE	FALSE	FALSE	GCF_018902025.1	0
Pristionchus_pacificus	Nematoda	54126	Nematoda	FALSE	FALSE	FALSE	GCA_000180635.4	0
Trichinella_spiralis	Nematoda	6334	Nematoda	FALSE	FALSE	TRUE	GCF_000181795.1	0
Schistosoma_mansoni	Platyhelminthes	6183	Other Invertebrates	FALSE	FALSE	TRUE	GCF_000237925.1	0
Dasypus_novemcinctus	Mammalia	9361	Mammalia	FALSE	FALSE	TRUE	GCF_000208655.3	0
Echinops_telfairi	Mammalia	9371	Mammalia	FALSE	FALSE	TRUE	GCF_000313985.2	0
Cavia_porcellus	Mammalia	10141	Mammalia	FALSE	FALSE	TRUE	GCF_000151735.1	0
Nematostella_vectensis	Cnidaria	45351	Other Invertebrates	FALSE	FALSE	TRUE	GCF_932526225.1	0
Sorex_araneus	Mammalia	42254	Mammalia	FALSE	FALSE	TRUE	GCF_027595985.1	0
Tetraodon_nigroviridis	Teleostei	99883	Teleostei	FALSE	FALSE	TRUE	GCA_000180735.1	0
Drosophila_yakuba	Diptera	7245	Lepido Diptera	FALSE	FALSE	FALSE	GCF_016746365.2	0
Vidua_chalybeata	Aves	81927	Aves	FALSE	FALSE	TRUE	GCF_026979565.1	0
Arenaria_interpres	Aves	54971	Aves	FALSE	FALSE	TRUE	GCA_013399435.1	0
Meleagris_gallopavo	Aves	9103	Aves	FALSE	FALSE	TRUE	GCF_000146605.3	0
Strongylocentrotus_purpuratus	Echinodermata	7668	Other Invertebrates	FALSE	FALSE	TRUE	GCF_000002235.5	0
Saimiri_boliviensis	Mammalia	27679	Mammalia	FALSE	FALSE	TRUE	GCF_016699345.2	0
Microtus_ochrogaster	Mammalia	79684	Mammalia	TRUE	TRUE	TRUE	GCF_000317375.1	19
Melospiza_melodia	Aves	44397	Aves	TRUE	TRUE	TRUE	GCA_013398205.1	10
Lonchura_striata	Aves	40157	Aves	TRUE	TRUE	TRUE	GCF_005870125.1	29
Cyprinus_carpio	Teleostei	7962	Teleostei	TRUE	FALSE	TRUE	GCF_018340385.1	31
Callithrix_jacchus	Mammalia	9483	Mammalia	TRUE	TRUE	TRUE	GCF_009663435.1	14
Pelodiscus_sinensis	Testudines	13735	Other Vertebrates	TRUE	TRUE	FALSE	GCF_000230535.1	2
Panthera_tigris	Mammalia	9694	Mammalia	TRUE	TRUE	TRUE	GCF_000464555.1	1
Monodelphis_domestica	Mammalia	13616	Mammalia	TRUE	TRUE	TRUE	GCF_000002295.2	269
Heterocephalus_glaber	Mammalia	10181	Mammalia	TRUE	TRUE	TRUE	GCF_000247695.1	54
Macaca_mulatta	Mammalia	9544	Mammalia	TRUE	TRUE	TRUE	GCF_003339765.1	177
Ornithorhynchus_anatinus	Mammalia	9258	Mammalia	TRUE	TRUE	TRUE	GCF_004115215.1	6
Erinaceus_europaeus	Mammalia	9365	Mammalia	TRUE	TRUE	TRUE	GCF_000296755.1	2
Felis_catus	Mammalia	9685	Mammalia	TRUE	TRUE	TRUE	GCF_000181335.3	3
Oryctolagus_cuniculus	Mammalia	9986	Mammalia	TRUE	FALSE	TRUE	GCF_000003625.3	338
Rattus_norvegicus	Mammalia	10116	Mammalia	FALSE	TRUE	TRUE	GCF_000001895.5	0
Mus_musculus	Mammalia	10090	Mammalia	TRUE	TRUE	TRUE	GCF_000001635.26	317
Bos_taurus	Mammalia	9913	Mammalia	TRUE	TRUE	TRUE	GCF_002263795.1	26
Crocodylus_porosus	Crocodylia	8502	Other Vertebrates	TRUE	TRUE	TRUE	GCF_001723895.1	12
Gallus_gallus	Aves	9031	Aves	TRUE	TRUE	TRUE	GCF_000002315.5	217
Loxodonta_africana	Mammalia	9785	Mammalia	TRUE	TRUE	TRUE	GCF_000001905.1	23
Cervus_elaphus	Mammalia	9860	Mammalia	TRUE	TRUE	TRUE	GCA_002197005.1	1
Sus_scrofa	Mammalia	9823	Mammalia	FALSE	TRUE	TRUE	GCF_000003025.6	0
Canis_lupus	Mammalia	9612	Mammalia	TRUE	TRUE	TRUE	GCF_003254725.1	5
Danio_rerio	Teleostei	7955	Teleostei	TRUE	FALSE	TRUE	GCF_000002035.6	6
Xenopus_tropicalis	Amphibia	8364	Other Vertebrates	FALSE	TRUE	FALSE	GCF_000004195.3	0
Xenopus_laevis	Amphibia	8355	Other Vertebrates	FALSE	FALSE	TRUE	GCF_001663975.1	0
Callorhinchus_milii	Chondrichthyes	7868	Other Vertebrates	TRUE	FALSE	TRUE	GCF_000165045.1	11
Homo_sapiens	Mammalia	9606	Mammalia	TRUE	TRUE	TRUE	GCF_000001405.38	313
Equus_caballus	Mammalia	9796	Mammalia	TRUE	TRUE	TRUE	GCF_002863925.1	19
Blattella_germanica	Blattodea	6973	Other Insecta	TRUE	TRUE	TRUE	GCA_003018175.1	30
Cryptotermes_secundus	Blattodea	105785	Other Insecta	TRUE	TRUE	TRUE	GCF_002891405.2	11
Zootermopsis_nevadensis	Blattodea	136037	Other Insecta	FALSE	TRUE	TRUE	GCF_000696155.1	0
Acyrthosiphon_pisum	Hemiptera	7029	Other Insecta	TRUE	TRUE	TRUE	GCF_000142985.2	35
Cimex_lectularius	Hemiptera	79782	Other Insecta	TRUE	TRUE	TRUE	GCF_000648675.2	10
Halyomorpha_halys	Hemiptera	286706	Other Insecta	TRUE	TRUE	TRUE	GCF_000696795.2	6
Athalia_rosae	Hymenoptera	37344	Hymenoptera	TRUE	TRUE	TRUE	GCF_000344095.2	6
Cephus_cinctus	Hymenoptera	211228	Hymenoptera	TRUE	TRUE	TRUE	GCF_000341935.1	17
Orussus_abietinus	Hymenoptera	222816	Hymenoptera	TRUE	TRUE	TRUE	GCF_000612105.2	2
Nasonia_vitripennis	Hymenoptera	7425	Hymenoptera	TRUE	TRUE	TRUE	GCF_000002325.3	114
Trichogramma_pretiosum	Hymenoptera	7493	Hymenoptera	FALSE	TRUE	TRUE	GCF_000599845.2	0
Harpegnathos_saltator	Hymenoptera	610380	Hymenoptera	TRUE	TRUE	TRUE	GCF_003227715.1	166
Linepithema_humile	Hymenoptera	83485	Hymenoptera	TRUE	TRUE	TRUE	GCF_000217595.1	23
Camponotus_floridanus	Hymenoptera	104421	Hymenoptera	TRUE	TRUE	TRUE	GCF_003227725.1	37
Pogonomyrmex_barbatus	Hymenoptera	144034	Hymenoptera	FALSE	TRUE	TRUE	GCF_000187915.1	0
Polistes_canadensis	Hymenoptera	91411	Hymenoptera	FALSE	TRUE	TRUE	GCF_001313835.1	0
Polistes_dominula	Hymenoptera	743375	Hymenoptera	FALSE	TRUE	TRUE	GCF_001465965.1	0
Solenopsis_invicta	Hymenoptera	13686	Hymenoptera	FALSE	TRUE	TRUE	GCF_000188075.2	0
Acromyrmex_echinatior	Hymenoptera	103372	Hymenoptera	TRUE	TRUE	TRUE	GCF_000204515.1	42
Atta_cephalotes	Hymenoptera	12957	Hymenoptera	TRUE	TRUE	TRUE	GCF_000143395.1	2
Dufourea_novaeangliae	Hymenoptera	178035	Hymenoptera	TRUE	TRUE	FALSE	GCF_001272555.1	1
Megachile_rotundata	Hymenoptera	143995	Hymenoptera	TRUE	TRUE	TRUE	GCF_000220905.1	108
Habropoda_laboriosa	Hymenoptera	597456	Hymenoptera	TRUE	TRUE	FALSE	GCF_001263275.1	1
Eufriesea_mexicana	Hymenoptera	516756	Hymenoptera	TRUE	TRUE	FALSE	GCF_001483705.1	1
Apis_mellifera	Hymenoptera	7460	Hymenoptera	TRUE	TRUE	TRUE	GCF_003254395.2	40
Apis_florea	Hymenoptera	7463	Hymenoptera	TRUE	TRUE	TRUE	GCF_000184785.1	4
Apis_cerana	Hymenoptera	7461	Hymenoptera	TRUE	TRUE	TRUE	GCF_001442555.1	12
Melipona_quadrifasciata	Hymenoptera	166423	Hymenoptera	TRUE	TRUE	FALSE	GCA_001276565.1	1
Bombus_terrestris	Hymenoptera	30195	Hymenoptera	TRUE	TRUE	TRUE	GCF_000214255.1	33
Onthophagus_taurus	Coleoptera	166361	Other Insecta	TRUE	TRUE	TRUE	GCF_000648695.1	53
Tribolium_castaneum	Coleoptera	7070	Other Insecta	FALSE	TRUE	TRUE	GCF_000002335.3	0
Dendroctonus_ponderosae	Coleoptera	77166	Other Insecta	TRUE	TRUE	TRUE	GCF_000355655.1	30
Anoplophora_glabripennis	Coleoptera	217634	Other Insecta	TRUE	TRUE	TRUE	GCF_000390285.2	20
Leptinotarsa_decemlineata	Coleoptera	7539	Other Insecta	TRUE	TRUE	TRUE	GCF_000500325.1	21
Plutella_xylostella	Lepidoptera	51655	Lepido Diptera	TRUE	FALSE	TRUE	GCF_000330985.1	15
Bombyx_mori	Lepidoptera	7091	Lepido Diptera	TRUE	TRUE	TRUE	GCF_000151625.1	14
Danaus_plexippus	Lepidoptera	13037	Lepido Diptera	TRUE	TRUE	FALSE	GCA_000235995.2	1
Aedes_aegypti	Diptera	7159	Lepido Diptera	TRUE	TRUE	TRUE	GCF_002204515.2	27
Culex_quinquefasciatus	Diptera	7176	Lepido Diptera	TRUE	TRUE	FALSE	GCF_000209185.1	8
Anopheles_gambiae	Diptera	7165	Lepido Diptera	TRUE	TRUE	TRUE	GCF_000005575.2	6
Drosophila_grimshawi	Diptera	7222	Lepido Diptera	TRUE	TRUE	TRUE	GCF_000005155.2	30
Drosophila_pseudoobscura	Diptera	7237	Lepido Diptera	TRUE	TRUE	TRUE	GCF_000001765.3	32
Drosophila_melanogaster	Diptera	7227	Lepido Diptera	TRUE	TRUE	TRUE	GCF_000001215.4	129
Drosophila_suzukii	Diptera	28584	Lepido Diptera	TRUE	TRUE	TRUE	GCF_000472105.1	23
Ceratitis_capitata	Diptera	7213	Lepido Diptera	TRUE	TRUE	TRUE	GCF_000347755.3	29
Lucilia_cuprina	Diptera	7375	Lepido Diptera	TRUE	TRUE	TRUE	GCF_000699065.1	23
Musca_domestica	Diptera	7370	Lepido Diptera	TRUE	TRUE	TRUE	GCF_000371365.1	12
Enhydra_lutris	Mammalia	34882	Mammalia	TRUE	TRUE	TRUE	GCF_002288905.1	4
Carassius_auratus	Teleostei	7957	Teleostei	TRUE	FALSE	TRUE	GCF_003368295.1	49
Motacilla_alba	Aves	45807	Aves	TRUE	TRUE	TRUE	GCF_015832195.1	8
Patagioenas_fasciata	Aves	372321	Aves	TRUE	TRUE	TRUE	GCA_002029285.1	10
Terrapene_carolina	Testudines	158814	Other Vertebrates	FALSE	TRUE	TRUE	GCF_002925995.2	0
Osmia_bicornis	Hymenoptera	1437190	Hymenoptera	TRUE	TRUE	FALSE	GCF_004153925.1	19
Neophocaena_asiaeorientalis	Mammalia	189058	Mammalia	TRUE	TRUE	TRUE	GCF_003031525.1	8
Ovis_aries	Mammalia	9940	Mammalia	TRUE	TRUE	TRUE	GCF_002742125.1	37
Lamprotornis_superbus	Aves	245042	Aves	TRUE	TRUE	TRUE	GCA_015883425.1	34
Nematolebias_whitei	Teleostei	451745	Teleostei	TRUE	TRUE	TRUE	GCF_014905685.1	6
Tetranychus_urticae	Arachnida	32264	Other Invertebrates	FALSE	TRUE	TRUE	GCF_000239435.1	0
Ixodes_scapularis	Arachnida	6945	Other Invertebrates	TRUE	TRUE	TRUE	GCF_002892825.2	46
Centruroides_sculpturatus	Arachnida	218467	Other Invertebrates	TRUE	TRUE	FALSE	GCF_000671375.1	8
Eurytemora_affinis	Crustacea	88015	Other Invertebrates	TRUE	TRUE	TRUE	GCF_000591075.1	50
Tyto_alba	Aves	56313	Aves	FALSE	TRUE	TRUE	GCF_902150015.1	0
Anser_cygnoides	Aves	8845	Aves	TRUE	TRUE	TRUE	GCF_000971095.1	50
Ursus_arctos	Mammalia	9644	Mammalia	FALSE	TRUE	TRUE	GCF_023065955.1	0
Seriola_lalandi	Teleostei	302047	Teleostei	FALSE	TRUE	TRUE	GCF_002814215.1	0
Balaenoptera_acutorostrata	Mammalia	9767	Mammalia	TRUE	TRUE	TRUE	GCF_000493695.1	8
Bison_bison	Mammalia	9901	Mammalia	FALSE	FALSE	TRUE	GCF_000754665.1	0
Podarcis_muralis	Lepidosauria	64176	Other Vertebrates	FALSE	TRUE	TRUE	GCF_004329235.1	0
Anas_platyrhynchos	Aves	8839	Aves	TRUE	TRUE	TRUE	GCF_015476345.1	50
Odocoileus_virginianus	Mammalia	9874	Mammalia	TRUE	TRUE	TRUE	GCF_002102435.1	31
Diabrotica_virgifera	Coleoptera	50389	Other Insecta	TRUE	TRUE	TRUE	GCF_003013835.1	50
Trachemys_scripta	Testudines	34903	Other Vertebrates	FALSE	TRUE	TRUE	GCF_013100865.1	0
Glossina_fuscipes	Diptera	7396	Lepido Diptera	TRUE	TRUE	FALSE	GCF_014805625.1	9
Ceratosolen_solmsi	Hymenoptera	142686	Hymenoptera	TRUE	TRUE	FALSE	GCF_000503995.1	20
Bombus_vancouverensis	Hymenoptera	2705177	Hymenoptera	TRUE	TRUE	FALSE	GCF_011952275.1	7
Peromyscus_maniculatus	Mammalia	10042	Mammalia	TRUE	TRUE	TRUE	GCF_000500345.1	50
Equus_asinus	Mammalia	9793	Mammalia	TRUE	TRUE	TRUE	GCF_001305755.1	34
Gorilla_gorilla	Mammalia	9593	Mammalia	TRUE	TRUE	TRUE	GCF_008122165.1	50
Vicugna_pacos	Mammalia	30538	Mammalia	FALSE	TRUE	TRUE	GCF_000164845.3	0
Pan_troglodytes	Mammalia	9598	Mammalia	TRUE	TRUE	TRUE	GCF_002880755.1	29
Struthio_camelus	Aves	8801	Aves	FALSE	TRUE	TRUE	GCF_000698965.1	0
Vespula_vulgaris	Hymenoptera	7454	Hymenoptera	FALSE	TRUE	FALSE	GCA_014466185.1	0
Vespula_pensylvanica	Hymenoptera	30213	Hymenoptera	FALSE	TRUE	TRUE	GCA_014466175.1	0
Arvicola_amphibius	Mammalia	1047088	Mammalia	TRUE	TRUE	TRUE	GCF_903992535.1	6
Clarias_magur	Teleostei	1594786	Teleostei	TRUE	FALSE	TRUE	GCA_013621035.1	21
Oenanthe_oenanthe	Aves	279966	Aves	TRUE	TRUE	TRUE	GCA_013399995.1	8
Chelonus_insularis	Hymenoptera	460826	Hymenoptera	TRUE	TRUE	TRUE	GCF_013357705.1	5
Exaiptasia_diaphana	Cnidaria	2652724	Other Invertebrates	TRUE	FALSE	FALSE	GCF_001417965.1	50
Branchiostoma_floridae	Cephalochordata	7739	Other Invertebrates	TRUE	TRUE	TRUE	GCF_000003815.2	50
Cloeon_dipterum	Ephemeroptera	197152	Other Insecta	TRUE	TRUE	TRUE	GCA_902829235.1	50
Gymnodraco_acuticeps	Teleostei	8218	Teleostei	TRUE	TRUE	TRUE	GCF_902827175.1	50
Pseudochaenichthys_georgianus	Teleostei	52239	Teleostei	FALSE	TRUE	TRUE	GCF_902827115.1	0
Molothrus_ater	Aves	84834	Aves	TRUE	TRUE	TRUE	GCF_012460135.1	31
Zerene_cesonia	Lepidoptera	33412	Lepido Diptera	FALSE	TRUE	FALSE	GCF_012273895.1	0
Osmia_lignaria	Hymenoptera	473952	Hymenoptera	TRUE	TRUE	TRUE	GCF_012274295.1	41
Bombus_vosnesenskii	Hymenoptera	207650	Hymenoptera	TRUE	TRUE	TRUE	GCF_011952255.1	50
Bombus_bifarius	Hymenoptera	103933	Hymenoptera	TRUE	TRUE	TRUE	GCF_011952205.1	6
Pollicipes_pollicipes	Crustacea	41117	Other Invertebrates	FALSE	FALSE	TRUE	GCF_011947565.2	0
Dissostichus_mawsoni	Teleostei	36200	Teleostei	TRUE	FALSE	TRUE	GCA_011823955.1	17
Arvicanthis_niloticus	Mammalia	61156	Mammalia	TRUE	TRUE	TRUE	GCF_011762505.1	8
Anneissia_japonica	Echinodermata	1529436	Other Invertebrates	TRUE	TRUE	FALSE	GCF_011630105.1	32
Oxyura_jamaicensis	Aves	8884	Aves	TRUE	TRUE	TRUE	GCF_011077185.1	46
Ignelater_luminosus	Coleoptera	2038154	Other Insecta	TRUE	TRUE	FALSE	GCA_011009095.1	7
Belonocnema_treatae	Hymenoptera	1159321	Hymenoptera	TRUE	TRUE	FALSE	GCF_010883055.1	14
Stegodyphus_dumicola	Arachnida	202533	Other Invertebrates	FALSE	TRUE	FALSE	GCF_010614865.1	0
Odontomachus_brunneus	Hymenoptera	486640	Hymenoptera	TRUE	TRUE	TRUE	GCF_010583005.1	19
Eudyptes_filholi	Aves	1419345	Aves	TRUE	TRUE	TRUE	GCA_010085365.1	4
Chiroxiphia_lanceolata	Aves	296741	Aves	TRUE	TRUE	TRUE	GCF_009829145.1	3
Cyclopterus_lumpus	Teleostei	8103	Teleostei	TRUE	TRUE	TRUE	GCF_009769545.1	44
Notolabrus_celidotus	Teleostei	1203425	Teleostei	TRUE	TRUE	TRUE	GCF_009762535.1	50
Pecten_maximus	Mollusca	6579	Other Invertebrates	TRUE	TRUE	TRUE	GCF_902652985.1	50
Photinus_pyralis	Coleoptera	7054	Other Insecta	TRUE	TRUE	TRUE	GCF_008802855.1	30
Actinia_tenebrosa	Cnidaria	6105	Other Invertebrates	TRUE	FALSE	FALSE	GCF_009602425.1	18
Camarhynchus_parvulus	Aves	87175	Aves	FALSE	TRUE	TRUE	GCF_901933205.1	0
Asterias_rubens	Echinodermata	7604	Other Invertebrates	TRUE	TRUE	TRUE	GCF_902459465.1	4
Gopherus_evgoodei	Testudines	1825980	Other Vertebrates	TRUE	TRUE	TRUE	GCF_007399415.2	5
Archocentrus_centrarchus	Teleostei	63155	Teleostei	TRUE	TRUE	TRUE	GCF_007364275.1	36
Dermochelys_coriacea	Testudines	27794	Other Vertebrates	TRUE	TRUE	TRUE	GCF_009764565.2	13
Thrips_palmi	Thysanoptera	161013	Other Insecta	FALSE	TRUE	TRUE	GCF_012932325.1	0
Eumeta_japonica	Lepidoptera	151549	Lepido Diptera	TRUE	TRUE	FALSE	GCA_005406025.1	8
Nylanderia_fulva	Hymenoptera	613905	Hymenoptera	TRUE	TRUE	FALSE	GCF_005281655.1	40
Varanus_komodoensis	Lepidosauria	61221	Other Vertebrates	FALSE	TRUE	TRUE	GCA_004798865.1	0
Anarrhichthys_ocellatus	Teleostei	433405	Teleostei	TRUE	TRUE	TRUE	GCF_004355925.1	11
Cottoperca_gobio	Teleostei	56716	Teleostei	TRUE	TRUE	TRUE	GCF_900634415.1	7
Phyllostomus_discolor	Mammalia	89673	Mammalia	TRUE	TRUE	TRUE	GCF_004126475.2	8
Onychomys_torridus	Mammalia	38674	Mammalia	TRUE	TRUE	TRUE	GCF_903995425.1	30
Suricata_suricatta	Mammalia	37032	Mammalia	FALSE	TRUE	TRUE	GCF_006229205.1	0
Strigops_habroptila	Aves	2489341	Aves	FALSE	TRUE	TRUE	GCF_004027225.2	0
Drosophila_guanche	Diptera	7266	Lepido Diptera	TRUE	TRUE	FALSE	GCF_900245975.1	12
Anabarilius_grahami	Teleostei	495550	Teleostei	TRUE	FALSE	TRUE	GCA_003731715.1	13
Marmota_flaviventris	Mammalia	93162	Mammalia	TRUE	TRUE	TRUE	GCF_003676075.2	43
Electrophorus_electricus	Teleostei	8005	Teleostei	TRUE	TRUE	TRUE	GCF_013358815.1	12
Bos_indicus	Mammalia	9915	Mammalia	TRUE	FALSE	TRUE	GCF_000247795.1	22
